type;title;director;cast;country;date_added;release_year;rating;listed_in;description;duration_value;duration_unit;country_count
TV Show;Good Morning, Verônica;Unknown;Tainá Müller,Eduardo Moscovis,Camila Morgado,Antonio Grassi,Elisa Volpatto,César Mello,Sílvio Guindane,Alice Valverde,DJ Amorim,Adriano Garib,Johnnas Oliva,Marina Provenzzano,José Rubens Chachá,Julia Ianina,Sacha Bali,Aline Borges,Cassio Pandolfi,Pally Siqueira,Juliana Lohmann;Brazil;2020-10-01;2020;TV-MA;Crime TV Shows, International TV Shows, TV Mysteries;While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it.;1;Season;1
TV Show;Journey of an African Colony;Unknown;Olasupo Shasore;Unknown;2020-10-01;2018;TV-MA;Docuseries, International TV Shows;This docuseries delves into the untold stories and unsung heroes that paved Nigeria's road to independence. Based on the books by host Olasupo Shasore.;1;Season;0
TV Show;Oktoberfest: Beer & Blood;Unknown;Mišel Matičević,Martina Gedeck,Klaus Steinbacher,Mercedes Müller,Maximilian Brückner,Brigitte Hobmeier,Markus Krojer,Martin Feifel,Michael Kranz,Vladimir Burlakov;Germany, Czech Republic;2020-10-01;2020;TV-MA;International TV Shows, TV Dramas;In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest.;1;Season;2
TV Show;Secreto bien guardado;Unknown;Oriana Sabatini,Victorio D'Alessandro,Noemí Frenkel,Matías Mayer,Paula Sartor,Agustina Palma,Graciela Tenenbaum,Bárbara Lombardo;Argentina;2020-10-01;2019;TV-MA;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;In 1940 Argentina, a Jewish 17-year-old on vacation with her family falls in love with a young Nazi lawyer staying at the same hotel.;1;Season;1
TV Show;Sword Art Online;Unknown;Yoshitsugu Matsuoka,Haruka Tomatsu,Ayana Taketatsu,Kanae Ito,Rina Hidaka,Ayahi Takagaki,Hiroaki Hirata,Hiroki Yasumoto,Saori Hayami,Koichi Yamadera;Japan;2020-10-01;2018;TV-MA;Anime Series, International TV Shows;A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.;3;Seasons;1
TV Show;The Parkers;Unknown;Mo'Nique,Countess Vaughn,Dorien Wilson,Jenna von Oÿ,Ken Lawson,Yvette Wilson;United States;2020-10-01;2003;TV-PG;TV Comedies;"In this ""Moesha"" spinoff, undergraduate Kim is joined at Santa Monica College by her mother Nikki, who decides to go back to school with her daughter.";5;Seasons;1
TV Show;The Unicorn;Unknown;Walton Goggins,Rob Corddry,Michaela Watkins,Omar Benson Miller,Maya Lynne Robinson,Ruby Jay,Makenzie Moss;United States;2020-10-01;2019;TV-14;TV Comedies, TV Dramas;A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.;1;Season;1
TV Show;You Cannot Hide;Unknown;Blanca Soto,Eduardo Noriega,Iván Sánchez,Maribel Verdú,Samantha Siqueiros,Peter Vives,Patricia Guirado,Jorge Bosch,Pere Ponce,Juan Caballero,Jordi Planas;Mexico;2020-10-01;2020;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;A nurse and her daughter flee her husband’s drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.;1;Season;1
TV Show;Black Butler;Unknown;Daisuke Ono,Maaya Sakamoto,Hiroki Touchi,Yuki Kaji,Emiri Kato,Koji Yusa,Shunji Fujimura,Yukari Tamura,Romi Park,Jun Fukuyama;Japan;2020-09-30;2010;TV-MA;Anime Series, International TV Shows;In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.;3;Seasons;1
TV Show;Man with a Plan;Unknown;Matt LeBlanc,Liza Snyder,Grace Kaufman,Matthew McCann,Hala Finley,Matt Cook,Jessica Chaffin;United States;2020-09-30;2020;TV-PG;TV Comedies;When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.;4;Seasons;1
TV Show;Wentworth;Unknown;Danielle Cormack,Nicole da Silva,Kate Atkinson,Celia Ireland,Shareena Clanton,Aaron Jeffery,Robbie Magasiva,Katrina Milosevic,Jacqueline Brennan,Ra Chapman,Pamela Rabe,Sigrid Thornton,Socratis Otto,Bernard Curry,Tammy MacIntosh,Kate Jenkinson;Australia;2020-09-30;2020;TV-MA;Crime TV Shows, TV Dramas;Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.;8;Seasons;1
TV Show;Whose Vote Counts, Explained;Unknown;Unknown;United States;2020-09-28;2020;TV-PG;Docuseries;The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?;1;Season;1
TV Show;Van Helsing;Unknown;Kelly Overton,Jonathan Scarfe,Christopher Heyerdahl,Paul Johansson,David Cubitt,Tim Guinee;United States;2020-09-27;2019;TV-MA;International TV Shows, TV Action & Adventure, TV Dramas;After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.;4;Seasons;1
TV Show;The Good Place;Unknown;Kristen Bell,Ted Danson,William Jackson Harper,Jameela Jamil,D'Arcy Carden,Manny Jacinto;United States;2020-09-26;2020;TV-14;TV Comedies;Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.;4;Seasons;1
TV Show;A Perfect Crime;Unknown;Unknown;Germany;2020-09-25;2020;TV-14;Crime TV Shows, Docuseries, International TV Shows;This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.;1;Season;1
TV Show;Mighty Little Bheem;Unknown;Unknown;Unknown;2020-09-25;2020;TV-Y;Kids' TV, TV Comedies;An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.;3;Seasons;0
TV Show;Sneakerheads;Unknown;Allen Maldonado,Andrew Bachelor,Jearnest Corchado,Matthew Josten,Yaani King Mondschein,Justin Lee,Aja Evans;United States;2020-09-25;2020;TV-MA;TV Comedies;Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.;1;Season;1
TV Show;The School Nurse Files;Unknown;Jung Yu-mi,Nam Joo-hyuk;South Korea;2020-09-25;2020;TV-MA;International TV Shows, TV Dramas, TV Mysteries;Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.;1;Season;1
TV Show;The Chef Show;Unknown;Jon Favreau,Roy Choi;United States;2020-09-24;2020;TV-MA;Docuseries;Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.;4;Seasons;1
TV Show;The Playbook;Unknown;Unknown;United States;2020-09-22;2020;TV-MA;Docuseries;Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.;1;Season;1
TV Show;Fukrey Boyzzz;Unknown;Viraaj Modgill,Jasleen Singh,Pooja Punjabi,Viswanathan Sridhar,Manish Bhavan,Suvela Sharma,Surabhi Pandey,Zeel Thakkar;Unknown;2020-09-19;2020;TV-Y;Kids' TV, TV Comedies;A troublemaking trio dreams big, plays hard and stirs up all sorts of classroom mischief in this animated spinoff of the popular Hindi film franchise.;1;Season;0
TV Show;Ratched;Unknown;Sarah Paulson,Finn Wittrock,Judy Davis,Sharon Stone,Cynthia Nixon,Jon Jon Briones,Charlie Carver;United States;2020-09-18;2020;TV-MA;TV Dramas, TV Horror, TV Mysteries;In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.;1;Season;1
TV Show;The American Barbecue Showdown;Unknown;Lyric Lewis,Rutledge Wood;United States;2020-09-18;2020;TV-G;Reality TV;Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.;1;Season;1
TV Show;The Blacklist;Unknown;James Spader,Megan Boone,Diego Klattenhoff,Ryan Eggold,Harry Lennix,Amir Arison,Hisham Tawfiq,Mozhan Marnò;United States;2020-09-18;2019;TV-14;Crime TV Shows, TV Dramas, TV Thrillers;After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.;7;Seasons;1
TV Show;Dragon's Dogma;Unknown;Greg Chun,Erica Mendez,Cristina Vee,David Lodge,Yuichi Nakamura,Nana Mizuki,Miyuki Sawashiro,Yuko Sanpei,Suzuko Mimori,Takayuki Sugo;Unknown;2020-09-17;2020;TV-MA;Anime Series, International TV Shows;Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.;1;Season;0
TV Show;The Last Word;Unknown;Anke Engelke,Thorsten Merten,Nina Gummich,Johannes Zeiler,Juri Winkler,Gudrun Ritter,Aaron Hilmer,Claudia Geisler-Bading;Germany;2020-09-17;2020;TV-MA;International TV Shows, TV Comedies, TV Dramas;Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.;1;Season;1
TV Show;Baby;Unknown;Benedetta Porcaroli,Alice Pagani,Riccardo Mandolini,Chabeli Sastre Gonzalez,Brando Pacitto,Lorenzo Zurzolo,Claudia Pandolfi,Galatea Ranzi;Italy;2020-09-16;2020;TV-MA;International TV Shows, TV Dramas, Teen TV Shows;Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.;3;Seasons;1
TV Show;Challenger;Unknown;Unknown;United States;2020-09-16;2020;TV-14;Docuseries, Science & Nature TV;Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.;1;Season;1
TV Show;Criminal: UK;Unknown;Katherine Kelly,Lee Ingleby,Mark Stanley,Rochenda Sandall,Shubham Saraf,Nicholas Pinnock,David Tennant,Hayley Atwell,Youssef Kerkour,Clare-Hope Ashitey,Isabella Laughland;United Kingdom, France, Germany, Spain;2020-09-16;2020;TV-MA;British TV Shows, Crime TV Shows, International TV Shows;Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime.;2;Seasons;4
TV Show;Signs;Unknown;Andrzej Konopka,Helena Sujecka,Piotr Trojan,Michał Czernecki,Mariusz Ostrowski,Robert Gulaczyk,Mirosław Kropielnicki,Helena Englert,Paulina Gałązka,Magdalena Źak;Poland;2020-09-16;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.;2;Seasons;1
TV Show;Sing On!;Unknown;Tituss Burgess;United States;2020-09-16;2020;TV-PG;Reality TV;In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.;1;Season;1
TV Show;Call the Midwife;Philippa Lowthorpe;Vanessa Redgrave,Bryony Hannah,Helen George,Jenny Agutter,Pam Ferris,Laura Main,Judy Parfitt,Cliff Parisi,Stephen McGann,Ben Caplan,Miranda Hart,Jessica Raine,Max Macmillan,Victoria Yeates,Jack Ashton,Emerald Fennell,Linda Bassett;United Kingdom;2020-09-15;2020;TV-MA;British TV Shows, International TV Shows, TV Dramas;This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.;9;Seasons;1
TV Show;Taco Chronicles;Unknown;Unknown;United States;2020-09-15;2020;TV-MA;Docuseries, International TV Shows, Reality TV;Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.;2;Seasons;1
TV Show;Buddi;Unknown;Greta Jameson,Ralf Jameson,Clementine Laikin,Felix Laikin;United Kingdom, China;2020-09-11;2020;TV-Y;British TV Shows, Kids' TV;The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship.;2;Seasons;2
TV Show;Family Business;Unknown;Jonathan Cohen,Gérard Darmon,Julia Piaton,Liliane Rovère,Olivier Rosemberg,Ali Marhyar,Lina El Arabi,Louise Coldefy,Enrico Macias,Valérie Damidot;France;2020-09-11;2020;TV-MA;International TV Shows, TV Comedies, TV Dramas;After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.;2;Seasons;1
TV Show;Girlfriends;Unknown;Tracee Ellis Ross,Golden Brooks,Persia White,Jill Marie Jones,Reginald C. Hayes;United States;2020-09-11;2007;TV-14;TV Comedies;Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny.;8;Seasons;1
TV Show;The Barrier;Unknown;Unax Ugalde,Olivia Molina,Eleonora Wexler,Abel Folk,Ángela Molina,Manu Fullola,Daniel Ibáñez,Laura Quirós,Nicolás Illoro,Belén Écija,Juan Blanco,Yaima Ramos;Spain;2020-09-11;2020;TV-MA;International TV Shows, Spanish-Language TV Shows, TV Dramas;One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.;1;Season;1
TV Show;The Duchess;Unknown;Katherine Ryan,Rory Keenan,Katy Byrne,Doon Mackichan,Steen Raskopoulos,Michelle de Swarte,Sophie Fletcher;United Kingdom;2020-09-11;2020;TV-MA;British TV Shows, International TV Shows, TV Comedies;Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.;1;Season;1
TV Show;Greenleaf;Unknown;Merle Dandridge,Kim Hawthorne,Desiree Ross,Lamman Rucker,Tye White,Lynn Whitfield,Deborah Joy Winans,Keith David,Lovie Simone,Gregory Alan Williams,Oprah Winfrey;United States;2020-09-10;2020;TV-14;TV Dramas;Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.;5;Seasons;1
TV Show;Julie and the Phantoms;Kenny Ortega;Madison Reyes,Charlie Gillespie,Owen Patrick Joyner,Jeremy Shada,Jadah Marie,Sacha Carlson,Savannah Lee May,Cheyenne Jackson,Carlos Ponce,Booboo Stewart,Sonny Bustamante;United States;2020-09-10;2020;TV-G;Kids' TV, TV Comedies;Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!;1;Season;1
TV Show;Get Organized with The Home Edit;Unknown;Unknown;United States;2020-09-09;2020;TV-PG;Reality TV;Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.;1;Season;1
TV Show;La Línea: Shadow of Narco;Pepe Mora;Unknown;Spain;2020-09-09;2020;TV-MA;Crime TV Shows, Docuseries, International TV Shows;A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.;1;Season;1
TV Show;Record of Youth;Unknown;Park Bo-gum,Park So-dam,Byeon Woo-seok,Ha Hee-ra,Shin Ae-ra,Han Jin-hee,Shin Dong-mi,Lee Chang-hoon,Kwon Soo-hyun,Cho Yu-jung,Park Su-young,Seo Sang-won,Lee Jae-won;South Korea;2020-09-08;2020;TV-14;International TV Shows, Romantic TV Shows, TV Dramas;Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.;1;Season;1
TV Show;Transformers: Cyberverse;Unknown;Sophia Isabella,Jeremy Levy,Jacob Tillman,Ryan Andes,Deanna McGovern,Dick Terhune;Unknown;2020-09-07;2020;TV-Y7;Kids' TV;Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.;2;Seasons;0
TV Show;Cleverman;Unknown;Hunter Page-Lochard,Rob Collins,Deborah Mailman,Ryan Corr,Stef Dawson,Iain Glen,Frances O'Connor,Tasma Walton,Tony Briggs;Australia, New Zealand, United States;2020-09-05;2017;TV-MA;TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers;"In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans.";1;Season;3
TV Show;Away;Unknown;Hilary Swank,Josh Charles,Vivian Wu,Mark Ivanir,Ato Essandoh,Ray Panthaki,Talitha Eliana Bateman;United States;2020-09-04;2020;TV-14;Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy;Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.;1;Season;1
TV Show;Spirit Riding Free: Riding Academy;Unknown;Amber Frank,Bailey Gambertoglio,Sydney Park,Darcy Rose Byrnes,Rhys Darby;United States;2020-09-04;2020;TV-Y7;Kids' TV;A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.;2;Seasons;1
TV Show;Young Wallander;Unknown;Adam Pålsson,Richard Dillane,Leanne Best,Ellise Chappell;United Kingdom;2020-09-03;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.;1;Season;1
